FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
37079.txt,https://www.districtadministration.com,37,www.districtadministration.com,30,0,com,100,1,0.5229071,0.063444294,3,1,0,0,0,24,0.649,0,0,0,0,0,1,0.027,1,9992,11810,1,districtadministration,100,100,1,1,1,0,0,1,0,5,0,1,1,1,0,0,1,0,1,33,20,36,236,6,247,1
mw75548.txt,http://www.fahrzeughero.online,29,www.fahrzeughero.online,23,0,online,57.82975958,1,0.0008457,0.05519595,6,1,0,0,0,17,0.586,0,0,0,0,0,1,0.034,0,2,6637,1,fahrzeughero,100,100,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
226921.txt,https://www.mozaikmuzeumtura.hu,30,www.mozaikmuzeumtura.hu,23,0,hu,100,1,0.0022172,0.050929388,2,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,957,611,1,mozaikmuzeumtura,100,100,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,41,25,13,47,0,38,1
228202.txt,https://www.fatcatsoftware.com,29,www.fatcatsoftware.com,22,0,com,100,1,0.5229071,0.062987459,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,411,167,1,fatcatsoftware,100,100,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,1,3,15,1,17,1
8002133.txt,https://tamtilo.firebaseapp.com/,31,tamtilo.firebaseapp.com,23,0,com,72.4952741,0.631578947,0.5229071,0.06235322,3,1,0,0,0,21,0.677,0,0,0,0,0,2,0.065,1,108,8125,1,tamtilofirebaseapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
56576.txt,https://www.nma-fallout.com,26,www.nma-fallout.com,19,0,com,100,0.727272727,0.5229071,0.062279573,3,1,0,0,0,12,0.462,0,0,0,0,0,2,0.077,1,2511,1100,1,nma-fallout,100,100,0,0,1,0,0,1,0,5,0,1,1,1,1,0,1,0,1,31,4,7,26,2,38,1
8064524.txt,https://amusingunrulyinterfacestandard.tradertrading.repl.co/data.php,69,amusingunrulyinterfacestandard.tradertrading.repl.co,52,0,co,21.39296582,0.632653061,0.0059772,0.055975683,2,2,0,0,0,56,0.812,0,0,0,0,0,5,0.072,1,198,869,1,amusingunrulyinterfacestandardtradertradingrepldataphp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
528461.txt,https://www.logan-inc.com,24,www.logan-inc.com,17,0,com,100,0.666666667,0.5229071,0.068148744,3,1,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,3246,3083,1,logan-inc,100,100,1,0,1,0,0,1,0,5,0,1,1,1,0,0,0,0,1,40,4,31,283,1,103,1
7984540.txt,https://poscaro.firebaseapp.com/,31,poscaro.firebaseapp.com,23,0,com,73.09388784,0.631578947,0.5229071,0.064253404,3,1,0,0,0,21,0.677,0,0,0,0,0,2,0.065,1,16,110,1,poscarofirebaseapp,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
901885.txt,https://www.sudawb.org,21,www.sudawb.org,14,0,org,100,1,0.0799628,0.0496649,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,1561,703,1,sudawb,100,100,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,59,28,21,1,22,126,1
876853.txt,https://www.oatein.com,21,www.oatein.com,14,0,com,100,1,0.5229071,0.078070211,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,5883,65369,1,oatein,100,100,0,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,70,12,54,109,2,31,1
826861.txt,https://www.percheron-france.org,31,www.percheron-france.org,24,0,org,100,0.625,0.0799628,0.066333734,3,1,0,0,0,17,0.548,0,0,0,0,0,2,0.065,1,625,280,1,percheron-france,100,100,0,0,1,0,0,1,2,0,0,1,1,1,1,0,0,0,1,20,3,17,15,6,19,1
387975.txt,https://www.bodylogicmd.com,26,www.bodylogicmd.com,19,0,com,100,1,0.5229071,0.057353389,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,2542,15092,1,bodylogicmd,100,100,0,1,1,1,0,0,0,6,0,1,1,0,0,0,0,0,1,22,35,45,108,0,106,1
614246.txt,https://www.pizzagirlpatrol.com,30,www.pizzagirlpatrol.com,23,0,com,100,1,0.5229071,0.054129427,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,1563,8121,1,pizzagirlpatrol,100,100,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,32,4,11,227,1,223,1
8083345.txt,https://s3.ap-southeast-1.wasabisys.com/mailbusiness/appsuite/tlyappioox/mailfolderdefault9/inbox.html#redacted@abuse.ionos.com,127,s3.ap-southeast-1.wasabisys.com,31,0,com,24.66633712,0.407407407,0.5229071,0.055750587,3,2,0,0,0,101,0.795,3,0.024,0,0,0,15,0.118,1,3,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw3447.txt,http://www.alma.apple.cloudns.org,32,www.alma.apple.cloudns.org,26,0,org,49.14450629,0.444444444,0.0799628,0.060515101,3,3,0,0,0,18,0.562,0,0,0,0,0,3,0.094,0,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162863.txt,https://www.alaskajournal.com,28,www.alaskajournal.com,21,0,com,100,1,0.5229071,0.061215982,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,1145,1505,1,alaskajournal,100,100,1,1,1,0,0,1,0,2,0,1,0,0,0,1,1,0,1,32,7,16,168,1,53,1
602270.txt,https://www.incombinatie.nl,26,www.incombinatie.nl,19,0,nl,100,1,0.0082003,0.065261308,2,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,4277,11838,1,icombiatie,0,0,1,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,1,55,3,4,44,2,9,1
8005445.txt,https://home-bt-login-103078-108358.weeblysite.com/,50,home-bt-login-103078-108358.weeblysite.com,42,0,com,28.68217054,0.447368421,0.5229071,0.039851035,3,1,0,0,0,24,0.48,12,0.24,0,0,0,6,0.12,1,68,80,1,home-bt-login-103078-108358weeblysite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
494530.txt,https://www.cutbankpioneerpress.com,34,www.cutbankpioneerpress.com,27,0,com,100,1,0.5229071,0.061430967,3,1,0,0,0,21,0.618,0,0,0,0,0,1,0.029,1,651,10373,1,cutbankpioneerpress,100,100,0,1,1,0,0,1,0,2,0,1,1,1,0,1,0,0,1,4,4,35,74,3,26,1
747397.txt,https://www.giant-grenoble.org,29,www.giant-grenoble.org,22,0,org,100,0.642857143,0.0799628,0.063015844,3,1,0,0,0,15,0.517,0,0,0,0,0,2,0.069,1,1167,5773,1,giant-grenoble,100,100,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,27,16,25,141,7,172,1
oph07850.txt,https://bacthanh0204.github.io/dangnhapfacebook/,48,bacthanh0204.github.io,22,0,io,34.01709402,0.684210526,0.0129268,0.047322564,2,1,0,0,0,32,0.667,4,0.083,0,0,0,4,0.083,1,81,3909,1,bacthanh0204githubdangnhapfacebook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0
515932.txt,https://www.pgh2o.com,20,www.pgh2o.com,13,0,com,100,0.8,0.5229071,0.050966876,3,1,0,0,0,6,0.3,1,0.05,0,0,0,1,0.05,1,1487,26914,1,pgh2o,100,100,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,24,2,7,104,1,16,1
640276.txt,https://www.kuzmin.asia,22,www.kuzmin.asia,15,0,asia,100,1,0.0002355,0.048415412,4,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,349,1415,1,kuzmin,100,100,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,22,2,3,0,1,18,1
16554.txt,https://www.fr.de,16,www.fr.de,9,0,de,100,1,0.0326503,0.035668301,2,1,0,0,0,3,0.188,0,0,0,0,0,1,0.062,1,1181,6269,1,fr,100,100,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,83,2,15,227,0,26,1
mw54408.txt,http://www.campbella.ga,22,www.campbella.ga,16,0,ga,79.45900254,1,0.0002256,0.054889369,2,1,0,0,0,10,0.455,0,0,0,0,0,1,0.045,0,20,210,1,campbella,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162487.txt,https://www.cilc.org,19,www.cilc.org,12,0,org,100,1,0.0799628,0.069381435,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,735,3293,1,cilc,100,100,0,0,1,0,0,1,0,2,0,1,1,1,0,1,0,0,0,10,3,22,62,0,7,1
8019083.txt,https://lowes-solicitors.co.uk/ch/panel/,39,lowes-solicitors.co.uk,22,0,uk,46.08480749,0.578947368,0.028555,0.06126539,2,1,0,0,0,26,0.667,0,0,0,0,0,5,0.128,1,11,83,1,lowes-solicitorscochpanel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721571.txt,https://www.coinsofmalta.com,27,www.coinsofmalta.com,20,0,com,100,1,0.5229071,0.069051111,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,1487,8047,1,insofmalta,83.33333333,83.33333333,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,11,12,10,167,1,175,1
480627.txt,https://www.cmsreview.com,24,www.cmsreview.com,17,0,com,100,1,0.5229071,0.062876424,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,4882,760,1,cmsreview,100,100,1,0,0,0,0,1,7,17,0,0,1,1,0,0,0,0,1,3,16,17,105,0,129,1
8051637.txt,https://0be49829-cf8a-4de9-8e29-99db17acb685.id.repl.co/,56,0be49829-cf8a-4de9-8e29-99db17acb685.id.repl.co,47,0,co,32.65972511,0.227272727,0.0059772,0.030712152,2,2,0,0,0,21,0.375,19,0.339,0,0,0,8,0.143,1,198,869,1,0be49829-cf8a-4de9-8e29-99db17acb685idrepl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
717110.txt,https://www.hodnoceniher.cz,26,www.hodnoceniher.cz,19,0,cz,100,1,0.0036307,0.065218946,2,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,1270,794,1,hodnoeniher,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,13,4,11,225,0,49,1
456728.txt,https://www.breck-mckye.com,26,www.breck-mckye.com,19,0,com,100,0.545454545,0.5229071,0.057674682,3,1,0,0,0,12,0.462,0,0,0,0,0,2,0.077,1,374,1898,1,breck-mckye,100,100,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,1,8,31,0,8,1
118429.txt,https://www.ausflag.com.au,25,www.ausflag.com.au,18,0,au,100,0.727272727,0.0100856,0.059531949,2,2,0,0,0,11,0.44,0,0,0,0,0,2,0.08,1,261,415,1,usflgcom,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,6,4,15,30,0,6,1
mw54751.txt,http://www.gutmanng.cf,21,www.gutmanng.cf,15,0,cf,75.75757576,1,0.0001858,0.052737178,2,1,0,0,0,9,0.429,0,0,0,0,0,1,0.048,0,20,209,1,gutmanng,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596580.txt,https://www.unboxingthebizarre.com,33,www.unboxingthebizarre.com,26,0,com,100,1,0.5229071,0.054864969,3,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,3984,5066,1,unboxingthebizarre,100,100,0,1,1,1,0,1,0,2,0,1,1,1,0,0,1,0,0,37,9,11,45,15,69,1
136669.txt,https://www.alpinejs.dev,23,www.alpinejs.dev,16,0,dev,100,1,0.0009613,0.054073586,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,612,737,1,alpinejs,100,100,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,15,5,0,6,1
461161.txt,https://www.kappa.com,20,www.kappa.com,13,0,com,100,1,0.5229071,0.057735602,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,7793,17340,1,kappa,100,100,0,1,1,1,0,1,0,29,0,1,1,1,1,1,1,0,1,79,5,42,362,5,26,1
634635.txt,https://www.onotone.com,22,www.onotone.com,15,0,com,100,1,0.5229071,0.082456541,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,3224,32028,1,onotone,100,100,0,0,1,0,0,1,0,19,0,1,1,0,1,1,1,0,1,271,3,22,134,7,15,1
578504.txt,https://www.fay-west.com,23,www.fay-west.com,16,0,com,100,0.625,0.5229071,0.055127805,3,1,0,0,0,9,0.391,0,0,0,0,0,2,0.087,1,402,390,1,fay-west,100,100,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,25,3,1,24,0,64,1
mw72632.txt,http://www.alnooncars-kw.com,27,www.alnooncars-kw.com,21,0,com,64.01384083,0.846153846,0.5229071,0.065603162,3,1,0,0,0,14,0.519,0,0,0,0,0,2,0.074,0,83,117,1,alnooncars-kw,100,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
501916.txt,https://www.kelie.com,20,www.kelie.com,13,0,com,100,1,0.5229071,0.068060792,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,417,976,1,kelie,100,100,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,31,3,2,75,0,94,1
700634.txt,https://www.schulenburgsticker.com,33,www.schulenburgsticker.com,26,0,com,100,1,0.5229071,0.05543796,3,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,643,920,1,schulenburgsticker,100,100,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,28,2,6,97,0,22,1
110438.txt,https://www.nmsu.edu,19,www.nmsu.edu,12,0,edu,100,1,0.0115013,0.054410996,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,1513,1023,1,nmsu,100,100,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,9,16,38,29,0,105,1
724907.txt,https://www.scdemocratonline.com,31,www.scdemocratonline.com,24,0,com,100,1,0.5229071,0.070676446,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,1900,386,1,scdemocratonline,100,100,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,17,7,15,163,0,41,1
98053.txt,https://www.kotka.fi,19,www.kotka.fi,12,0,fi,100,1,0.0027596,0.047611995,2,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,2534,9381,1,kotka,100,100,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,39,10,19,897,0,921,1
548060.txt,https://www.good-package.com,27,www.good-package.com,20,0,com,100,0.666666667,0.5229071,0.064075008,3,1,0,0,0,13,0.481,0,0,0,0,0,2,0.074,1,1897,736,1,good-package,100,100,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,63,3,8,66,1,39,1
702522.txt,https://www.agriculture-environnement.fr,39,www.agriculture-environnement.fr,32,0,fr,100,0.56,0.0141483,0.059616788,2,1,0,0,0,25,0.641,0,0,0,0,0,2,0.051,1,8417,16889,1,agriculture-environnement,100,100,1,1,0,0,0,0,0,5,0,1,1,1,0,0,1,0,1,23,5,5,75,0,78,1
109011.txt,https://www.famousauthors.org,28,www.famousauthors.org,21,0,org,100,1,0.0799628,0.061648419,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,452,1177,1,famousauths,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,3,3,7,279,0,278,1
470079.txt,https://www.lendersbagels.com,28,www.lendersbagels.com,21,0,com,100,1,0.5229071,0.061547941,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,696,399,1,lendersbagels,100,100,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,18,3,5,29,0,16,1
223763.txt,https://www.confessionsofaconfectionista.com,43,www.confessionsofaconfectionista.com,36,0,com,100,1,0.5229071,0.068156428,3,1,0,0,0,30,0.698,0,0,0,0,0,1,0.023,1,7965,32341,1,nfessionsofanfectionista,0,0,1,0,0,0,0,0,0,9,0,1,1,1,1,0,1,0,1,28,48,17,69,0,85,1
mw66006.txt,http://www.oop.urlfb.co,22,www.oop.urlfb.co,16,0,co,60.52409129,0.666666667,0.0059772,0.052994936,2,2,0,0,0,9,0.409,0,0,0,0,0,2,0.091,0,8,41,1,oopurlfb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw42968.txt,http://www.ws030.hemnes.win,26,www.ws030.hemnes.win,20,0,win,44.53125,0.833333333,0.00008,0.0402167,3,2,0,0,0,10,0.385,3,0.115,0,0,0,2,0.077,0,43,102,1,ws030hemnes,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
8018068.txt,http://greglindbergnews-staging.org/.well-known/,47,greglindbergnews-staging.org,28,0,org,32.99695122,0.708333333,0.0799628,0.051748067,3,0,0,0,0,35,0.745,0,0,0,0,0,5,0.106,0,2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896137.txt,https://www.todmorden.org.uk,27,www.todmorden.org.uk,20,0,uk,100,0.769230769,0.028555,0.062743379,2,2,0,0,0,13,0.481,0,0,0,0,0,2,0.074,1,646,256,1,todmordenorg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,9,5,0,0,1,1
585251.txt,https://www.kohei.us,19,www.kohei.us,12,0,us,100,1,0.0045585,0.054480142,2,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,634,1820,1,kohei,100,100,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,4,8,65,0,37,1
591838.txt,https://www.cgdchicago.com,25,www.cgdchicago.com,18,0,com,100,1,0.5229071,0.062612365,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,741,9381,1,cgdchicago,100,100,0,1,1,0,0,1,0,4,0,1,0,1,0,0,0,0,1,12,10,13,78,0,70,1
142411.txt,https://www.admanmedia.com,25,www.admanmedia.com,18,0,com,100,1,0.5229071,0.067824786,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,724,408,1,admanmedia,100,100,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,38,9,16,0,6,20,1
mw10533.txt,http://www.coincube.io,21,www.coincube.io,15,0,io,100,1,0.0129268,0.064040863,2,1,0,0,0,9,0.429,0,0,0,0,0,1,0.048,0,9,50,1,concube,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546044.txt,https://www.ctainc.com,21,www.ctainc.com,14,0,com,100,1,0.5229071,0.072285487,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,6952,5535,1,ctainc,100,100,1,1,1,0,0,1,0,21,0,1,1,1,1,1,1,0,1,423,33,32,428,9,39,1
903085.txt,https://www.gesafety.com,23,www.gesafety.com,16,0,com,100,1,0.5229071,0.060306227,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,172,436,1,gesafety,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,6,5,34,9,8,1
mw51789.txt,http://www.asegzawal.com,23,www.asegzawal.com,17,0,com,76.4158918,1,0.5229071,0.059259163,3,1,0,0,0,11,0.478,0,0,0,0,0,1,0.043,0,9,76,1,asegzawal,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
mw70452.txt,http://www.talentos-sa.com,25,www.talentos-sa.com,19,0,com,80.66666667,0.818181818,0.5229071,0.070997592,3,1,0,0,0,12,0.48,0,0,0,0,0,2,0.08,0,25,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
105188.txt,https://www.mlanet.org,21,www.mlanet.org,14,0,org,100,1,0.0799628,0.069097022,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,2203,1252,1,mlanet,100,100,1,0,1,1,0,0,1,2,1,1,1,1,0,0,0,0,1,92,5,4,92,6,108,1
414613.txt,https://www.thescope.ca,22,www.thescope.ca,15,0,ca,100,1,0.0101825,0.065176526,2,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,137,633,1,thesope,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,2,0,0,0,39,1
69019.txt,https://www.hostpapa.com,23,www.hostpapa.com,16,0,com,100,1,0.5229071,0.062506282,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,3811,15758,1,hostpapa,100,100,0,0,1,0,0,1,0,10,0,1,1,1,0,0,0,0,1,31,7,22,125,8,129,1
527234.txt,https://www.easternherald.com,28,www.easternherald.com,21,0,com,100,1,0.5229071,0.06641247,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,17101,68646,1,easternherald,100,100,0,1,1,0,0,1,0,7,1,1,1,1,1,1,1,0,1,73,14,25,249,13,229,1
8063102.txt,http://7054company.github.io/etherumwallet,42,7054company.github.io,21,0,io,17.85034014,0.666666667,0.0129268,0.048305243,2,1,0,0,0,28,0.667,4,0.095,0,0,0,3,0.071,0,9,50,1,7054companygithubetherumwallet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
178116.txt,https://www.vesti-tver.ru,24,www.vesti-tver.ru,17,0,ru,100,0.6,0.0180132,0.055414237,2,1,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,2302,1314,1,vesti-tve,90,90,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,64,8,22,125,0,47,1
543871.txt,https://www.jornalfolhadosul.com.br,34,www.jornalfolhadosul.com.br,27,0,br,100,0.85,0.0094423,0.057006349,2,2,0,0,0,20,0.588,0,0,0,0,0,2,0.059,1,3194,736,1,jornalfolhadosulcom,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,131,11,15,390,45,163,1
714932.txt,https://www.mk-pskov.ru,22,www.mk-pskov.ru,15,0,ru,100,0.75,0.0180132,0.043708224,2,1,0,0,0,8,0.364,0,0,0,0,0,2,0.091,1,6355,4046,1,mk-pskov,100,100,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,123,1,8,105,4,476,1
887363.txt,https://www.shaivism.net,23,www.shaivism.net,16,0,net,100,1,0.0384199,0.056289831,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,385,320,1,shaivism,100,100,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,12,2,0,1,0,18,1
123914.txt,https://www.roush.com,20,www.roush.com,13,0,com,100,1,0.5229071,0.064430318,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,1048,9381,1,roush,100,100,1,1,1,0,0,1,1,3,0,1,1,1,1,0,0,0,1,26,14,29,80,2,92,1
8014225.txt,http://www.officialhex-go.com/,29,www.officialhex-go.com,22,0,com,73.22936972,0.857142857,0.5229071,0.058767603,3,1,0,0,0,16,0.552,0,0,0,0,0,2,0.069,0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721922.txt,https://www.adangel.org,22,www.adangel.org,15,0,org,100,1,0.0799628,0.063990819,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,1333,1585,1,adangel,100,100,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,7,5,4,22,0,51,1
7954859.txt,https://dev-8765rfgui.pantheonsite.io/index1.html,48,dev-8765rfgui.pantheonsite.io,29,0,io,49.26772613,0.653846154,0.0129268,0.046927482,2,1,0,0,0,30,0.625,5,0.104,0,0,0,5,0.104,1,141,161,1,dev-8765rfguipantheonsiteindex1htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0
mw65264.txt,http://www.rator.oss-ap-southeast-5.aliyuncs.com,47,www.rator.oss-ap-southeast-5.aliyuncs.com,41,0,com,62.13140594,0.333333333,0.5229071,0.0609615,3,3,0,0,0,29,0.617,1,0.021,0,0,0,6,0.128,0,10,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549059.txt,https://www.leonardocompany-us.com,33,www.leonardocompany-us.com,26,0,com,100,0.888888889,0.5229071,0.065567119,3,1,0,0,0,19,0.576,0,0,0,0,0,2,0.061,1,3002,1284,1,leonardompany-us,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,13,6,12,115,0,115,1
119390.txt,https://www.waynemadsenreport.com,32,www.waynemadsenreport.com,25,0,com,100,1,0.5229071,0.063187742,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,921,7046,1,waynemadsenreport,100,100,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,2,5,3,117,0,7,1
595717.txt,https://www.mascotdb.com,23,www.mascotdb.com,16,0,com,100,1,0.5229071,0.065728183,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,381,5809,1,mastdb,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,10,17,43,0,18,1
mw46729.txt,http://www.glassesofwine.com,27,www.glassesofwine.com,21,0,com,76.11904762,1,0.5229071,0.061510718,3,1,0,0,0,15,0.556,0,0,0,0,0,1,0.037,0,12,62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380375.txt,https://www.immuta.com,21,www.immuta.com,14,0,com,100,1,0.5229071,0.06629593,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,1841,9381,1,immuta,100,100,1,1,0,1,0,1,0,3,1,1,1,1,0,1,0,0,1,32,10,27,136,8,54,1
388687.txt,https://www.artebambini.it,25,www.artebambini.it,18,0,it,100,1,0.012178,0.060372079,2,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,283,684,1,artebambn,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,18,4,13,26,0,14,1
mw23032.txt,http://www.unblock-proxy.com,27,www.unblock-proxy.com,21,0,com,71.35717032,0.615384615,0.5229071,0.052014541,3,1,0,0,0,14,0.519,0,0,0,0,0,2,0.074,0,9,75,1,unblock-proxy,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
